Irish (Ability) Code,Irish (Ability) Label,Sexual Orientation Code,Sexual Orientation Label,Irish (Speak Frequency) Code,Irish (Speak Frequency) Label,Religion or Religion Brought Up In Code,Religion or Religion Brought Up In Label,National Identity - 8 Categories Code,National Identity - 8 Categories Label,Count
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
3,Speaks and reads but does not write Irish,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,1,British only,1
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,2,Irish only,26
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,3,Northern Irish only,4
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,4,British and Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,6,Irish and Northern Irish only,1
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,7,"British, Irish and Northern Irish only",0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),1,British only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),2,Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,1
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,1,British only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,2,Irish only,32
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,3,Northern Irish only,1
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,4,British and Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,6,Irish and Northern Irish only,4
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,7,"British, Irish and Northern Irish only",0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),1,British only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,1,British only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,2,Irish only,85
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,3,Northern Irish only,15
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,4,British and Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,6,Irish and Northern Irish only,8
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,7,"British, Irish and Northern Irish only",2
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),1,British only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,8
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,1
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,4
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",2
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,1,British only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,2,Irish only,20
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,3,Northern Irish only,6
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,4,British and Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,6,Irish and Northern Irish only,4
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,7,"British, Irish and Northern Irish only",1
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),1,British only,1
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,2
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,1
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",1
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,1,British only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,2,Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,3,Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,4,British and Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,6,Irish and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,7,"British, Irish and Northern Irish only",0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),1,British only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
3,Speaks and reads but does not write Irish,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,1,British only,98
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,2,Irish only,18391
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,3,Northern Irish only,516
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,4,British and Irish only,21
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,5,British and Northern Irish only,14
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,6,Irish and Northern Irish only,292
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,7,"British, Irish and Northern Irish only",37
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),1,British only,72
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),2,Irish only,216
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,70
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),4,British and Irish only,3
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,15
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,10
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",16
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,1,British only,37
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,2,Irish only,8048
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,3,Northern Irish only,439
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,4,British and Irish only,26
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,5,British and Northern Irish only,10
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,6,Irish and Northern Irish only,251
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,7,"British, Irish and Northern Irish only",37
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),1,British only,23
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,136
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,30
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,5
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,7
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,24
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",15
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,1,British only,166
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,2,Irish only,12769
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,3,Northern Irish only,1470
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,4,British and Irish only,85
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,5,British and Northern Irish only,31
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,6,Irish and Northern Irish only,617
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,7,"British, Irish and Northern Irish only",121
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),1,British only,49
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,339
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,72
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,14
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,19
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,29
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",28
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,1,British only,91
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,2,Irish only,2055
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,3,Northern Irish only,476
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,4,British and Irish only,22
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,5,British and Northern Irish only,23
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,6,Irish and Northern Irish only,126
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,7,"British, Irish and Northern Irish only",45
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),1,British only,301
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,189
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,83
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,11
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,55
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,9
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",15
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,1,British only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,2,Irish only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,3,Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,4,British and Irish only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,5,British and Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,6,Irish and Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,7,"British, Irish and Northern Irish only",0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),1,British only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,1,British only,3
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,2,Irish only,607
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,3,Northern Irish only,12
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,4,British and Irish only,3
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,5,British and Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,6,Irish and Northern Irish only,26
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,7,"British, Irish and Northern Irish only",2
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),1,British only,2
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),2,Irish only,16
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,2
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,3
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,14
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,1,British only,1
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,2,Irish only,299
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,3,Northern Irish only,14
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,4,British and Irish only,5
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,5,British and Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,6,Irish and Northern Irish only,23
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,7,"British, Irish and Northern Irish only",2
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),1,British only,2
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,17
